,Unnamed: 0,Private_Key,Hybrid,Geom1,Geom2,length,k_Value,Hybrid_Perc,NonHyb_Cell_Count,Hyb_Cell_Count,TotalAtom,DimLow,DimHigh,Volume,Density,Norm_Density,Max_Stress,Norm_Stress,Strain_At_Max_Stress,Strain_At_SSR,Stress_At_SSR,Young_Modulus,Norm_Young_Modulus,Elastic_Strain_Energy,Strain_Energy,Folder,Geom_File,Stress_File,max_stress_geom1,max_stress_geom2,max_young_geom1,max_young_geom2,el_strainEn_geom1,el_strainEn_geom2,strainEn_geom1,strainEn_geom2,density_geom1,density_geom2,norm_stress_geom1,norm_stress_geom2,norm_young_geom1,norm_young_geom2,norm_elEn_geom1,norm_elEn_geom2,norm_Ener_geom1,norm_Ener_geom2,norm_dens_stress_geom1,norm_dens_stress_geom2,norm_dens_young_geom1,norm_dens_young_geom2,norm_dens_elEn_geom1,norm_dens_elEn_geom2,norm_dens_Ener_geom1,norm_dens_Ener_geom2
10,11,11,True,SchwarzD,SchwarzP,30,1.0,50,2,1,10021.0,-30.0,30.0,216000.0,925.3064218882646,0.4023071399514193,6.427161294288031,0.049439702263754,0.2011000000000004,0.0499999999999999,1.507362157868861,30.147243157377225,0.0295561207425266,0.6540379899330406,1.2451930762439267,0,0,0,7.996898824934654,6.949327272754074,92.56151049793397,43.72692401487206,0.5448355445720765,0.5104039293384989,1.1805266321321066,0.9698171116565368,1049.6840039941917,604.2515941359949,0.8037067161895162,0.9248609314295391,0.325699559084552,0.6894434913172438,1.2004319403329928,1.2814125290545793,25.53711397677609,31.08549312548524,0.911739142764437,0.6039606761076645,0.3694793521278504,0.4502263453926798,1.3617912681075208,0.8367990809433359,28.969754683962748,20.29971729499805
11,12,12,True,SchwarzD,SchwarzP,50,0.0,50,2,1,29744.0,-50.0,50.0,1000000.0,593.2361909920388,0.2579287786921908,6.409061566659547,0.0493004735896888,0.1030000000000002,0.0499999999999999,3.552115751500347,71.04231503000706,0.0696493284607912,0.3597726909295477,0.9383224552570498,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,1.0,1.59382167515302,1.0,3.74348572396752,1.0,1.2389428445476502,75.7120482750733,150.85036188999322,1.0,0.9688103781188343,1.0,2.2754915912228606,1.0,0.753095973286092,75.7120482750733,91.69494832474038
12,13,13,True,SchwarzD,SchwarzP,50,0.1,50,2,1,24838.0,-50.0,50.0,1000000.0,495.3873222115473,0.2153857922658901,2.5600844857926472,0.0196929575830203,0.1925500000000005,0.0500000000000001,1.106392040390967,22.127840807819293,0.0216939615762934,0.3272515103754122,0.4396431857328401,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.39944763506570324,0.6366482988563315,0.31147409538206733,1.1659988294484667,0.9096063115015477,1.1269502309902235,23.582341746001866,46.98598000774312,0.478346503639354,0.463427057062665,0.37299643663113813,0.8487502551102455,1.0892716856953872,0.8203261203117498,28.240324216647046,34.201888982204515
13,14,14,True,SchwarzD,SchwarzP,50,0.2,50,2,1,24739.0,-50.0,50.0,1000000.0,493.41279346934,0.2145273015084086,3.924873790986199,0.0301913368537399,0.1704499999999999,0.05,1.0190138656490455,20.380277312980912,0.0199806640323342,0.3463152124631532,0.7755426472349933,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.6123944590271543,0.9760475625410865,0.28687518564636627,1.073913162027704,0.9625944970096971,1.192599564271109,21.719907904578296,43.27522557201334,0.7362892917783126,0.7133247071725958,0.34491351800256753,0.7848478099139372,1.1573390484278439,0.8715873770977668,26.114108925735753,31.62682720974984
14,15,15,True,SchwarzD,SchwarzP,50,0.3,50,2,1,25127.0,-50.0,50.0,1000000.0,501.1513505600109,0.2178918915478308,3.848044684289974,0.0296003437253074,0.1632999999999998,0.0499999999999999,0.9382715111648156,18.765430223296324,0.0183974806110748,0.3142515573674362,0.4816889765441212,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.600406883951281,0.9569415055526356,0.26414440767266845,0.9888208191884909,0.8734725155361343,1.08218252303253,19.99891414530371,39.84627948863994,0.7107295879431248,0.688562200835422,0.3126800358903112,0.7115007924116652,1.0339700920168253,0.7786787127961212,23.673645971978885,28.671179733140047
15,16,16,True,SchwarzD,SchwarzP,50,0.4,50,2,1,26197.0,-50.0,50.0,1000000.0,522.4922167636646,0.2271705290276802,3.845598930120819,0.0295815302316986,0.1751,0.0499999999999999,0.799531928816835,15.990638576336716,0.0156770966434673,0.3209252094884459,0.4875910988576263,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.6000252751706948,0.9563332892067086,0.22508611339006257,0.8426066521390337,0.8920221505953349,1.1051644606580968,17.04173068303704,33.95432166130299,0.6812670070877257,0.6600185467365459,0.25556213904928127,0.5815294984415671,1.0127994368556568,0.7627351776424168,19.349133008980182,23.433757133883965
16,17,17,True,SchwarzD,SchwarzP,50,0.5,50,2,1,26566.0,-50.0,50.0,1000000.0,529.8518238937098,0.2303703582146564,4.059852379447296,0.0312296336880561,0.1836499999999999,0.0499999999999999,1.0285683822793277,20.57136764558656,0.0201680074956731,0.4042987614166389,0.6530411849538929,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.6334550444275608,1.0096143800436657,0.2895649956916179,1.0839824275322882,1.1237616739949017,1.3922764849728726,21.92355893257517,43.680984390754894,0.7092331115506049,0.6871123989757387,0.32420466881922316,0.7377249977333348,1.2581934514531488,0.9475404219042964,24.546199536645176,29.727930354018238
17,18,18,True,SchwarzD,SchwarzP,50,0.6,50,2,1,26906.0,-50.0,50.0,1000000.0,536.6330337154316,0.2333187103110572,3.5088717987298974,0.0269913215286915,0.1989999999999998,0.0499999999999999,0.735818484898931,14.716369697978646,0.0144278134293908,0.3624072735329976,0.5855109698878133,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.5474860495931776,0.8725951326855078,0.20714935446237503,0.7754606511589884,1.0073229087973379,1.2480155100033872,15.68370192520561,31.24855508592776,0.6052339648814196,0.5863569463671294,0.2289991228398455,0.5210855784194794,1.1135736489730177,0.8386278309990799,17.337992643399822,20.99806273521051
18,19,19,True,SchwarzD,SchwarzP,50,0.7,50,2,1,27463.0,-50.0,50.0,1000000.0,547.7422509821935,0.2381488047748667,3.960313892696359,0.0304639530207412,0.22195,0.05,0.7239266143840251,14.478532287680496,0.0141946394977259,0.4622102177805801,0.6482366971461467,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.6179241456031924,0.9848608968627789,0.20380152704152463,0.762928107002728,1.2847284672618249,1.5917051417007082,15.430231053901569,30.743534107947234,0.669247197568414,0.6483736305312254,0.22072871209711642,0.5022663283184402,1.3914344219581152,1.0478836602683177,16.711822905991635,20.239707849531587
19,20,20,True,SchwarzD,SchwarzP,50,0.8,50,2,1,27359.0,-50.0,50.0,1000000.0,545.6679985661374,0.2372469558983206,3.794769731265841,0.0291905363943526,0.2438500000000006,0.0499999999999999,0.628786900459668,12.575738009193364,0.0123291549109738,0.4878970993539511,0.6789817174058002,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.5920944418768791,0.9436929552009999,0.17701757049839362,0.6626627480521505,1.356125997482931,1.680162600886522,13.402362843110568,26.703164570570067,0.6437098241597241,0.6236327581429907,0.19244894246515662,0.437915950319196,1.4743452490636464,1.1103234703033125,14.570703622408741,17.64659583449347
20,21,21,True,SchwarzD,SchwarzP,50,0.9,50,2,1,27587.0,-50.0,50.0,1000000.0,550.215398093645,0.2392240861276717,3.672267315870285,0.0282482101220791,0.22875,0.05,0.5190921789294549,10.381843578589097,0.0101782780182246,0.4247219528961774,0.6166153975211108,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.5729805023209192,0.9132287440391464,0.1461360539025788,0.5470582315412518,1.1805286048777626,1.4626074677971244,11.06425996780076,22.044676616379572,0.6177812760007764,0.5985129115970481,0.15756228612311246,0.3585316571669928,1.2728329584037468,0.9585653756396856,11.929363413284001,14.447665683986756
21,22,22,True,SchwarzD,SchwarzP,50,1.0,50,2,1,27978.0,-50.0,50.0,1000000.0,558.013789388625,0.2426146910385326,3.2519033184655464,0.0250146409112734,0.2156500000000002,0.0499999999999999,0.652160878974108,13.043217579482167,0.0127874682151785,0.3540307957383126,0.6099763227108467,0,0,0,6.409061566659547,4.0211911197933885,71.04231503000706,18.97758406694633,0.3597726909295477,0.2903868346411929,0.9383224552570498,0.4709456055651644,593.2361909920388,360.6008046374416,0.5073914932230029,0.8086915596870788,0.1835978680308058,0.6872959979241943,0.9840402139017285,1.2191695817606858,13.900570647548905,27.695804834678274,0.5394185636723496,0.5225943026357277,0.19518675340296973,0.4441458160865478,1.046153839527236,0.7878542439857461,14.777988896300473,17.897639266959157
22,23,23,True,SchwarzD,SchwarzP,70,0.0,50,2,1,57656.0,-70.0,70.0,2744000.0,419.0720218242927,0.1822052268801272,4.230622304372226,0.0325432484951709,0.0974999999999997,0.0499999999999999,2.368413874615136,47.368277492302816,0.0464394877375517,0.2155038671150327,0.3980207727563428,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,1.0,1.495558812847141,1.0,3.7792974695783954,1.0,1.2265729568335164,119.00956114494143,163.17066811921234,1.0,0.9215730106638202,1.0,2.3288275374493757,1.0,0.7558221869429229,119.00956114494143,100.54682074613874
23,24,24,True,SchwarzD,SchwarzP,70,0.1,50,2,1,47259.0,-70.0,70.0,2744000.0,343.5015380774637,0.1493484948162885,2.768705061048108,0.0212977312388315,0.1858500000000002,0.0500000000000002,0.5695573324049057,11.391146648098063,0.0111677908314686,0.2550166417280948,0.3507680167941898,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.6544439238139342,0.9787593777741923,0.24048049139952546,0.9088473126291956,1.1833506523201776,1.4514659085872306,28.619477745377388,39.23936245129707,0.7984218640135465,0.7358040409987834,0.29338630127872023,0.6832460975283028,1.4436882966243925,1.0911716456185516,34.91577496111807,29.499059844044144
24,25,25,True,SchwarzD,SchwarzP,70,0.2,50,2,1,49403.0,-70.0,70.0,2744000.0,359.0851792386834,0.1561239909733406,2.6291228907211712,0.0202240222363167,0.1617500000000004,0.0500000000000001,0.5343217306007761,10.686434612015498,0.0104768966784465,0.19664281031382,0.3008378827777,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.621450628670881,0.9294159644581322,0.2256031922155499,0.852621573469036,0.9124792652043457,1.1192223903709688,26.84893689847046,36.81182360363836,0.7252668349421758,0.6683863406122811,0.2632912505390309,0.613159914624778,1.064913153343355,0.8048849884642589,31.334176179952895,26.47309817197465
25,26,26,True,SchwarzD,SchwarzP,70,0.3,50,2,1,50454.0,-70.0,70.0,2744000.0,366.724361542994,0.1594453745839104,2.4833532587776053,0.0191027173752123,0.1508000000000003,0.05,0.5971866964873701,11.943733929747388,0.0117095430683797,0.1742276045625182,0.3246162443039512,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.586994791809028,0.8778852339853647,0.2521462582566614,0.952935715793061,0.8084662558260179,0.991642845908641,30.007815539464342,41.142873423498905,0.6707847091715488,0.6181770839384793,0.28813859487941634,0.6710250943571544,0.9238698704940123,0.6982813459674594,34.291247725519405,28.971419649384966
26,27,27,True,SchwarzD,SchwarzP,70,0.4,50,2,1,51512.0,-70.0,70.0,2744000.0,374.41442327273774,0.162788879683799,2.4291407728143817,0.0186856982524183,0.1659499999999999,0.0500000000000001,0.4053251303133236,8.10650260626645,0.007947551574771,0.1766465245103168,0.353823605746299,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.5741804864745157,0.8587206867118207,0.1711377959138102,0.6467806390462868,0.8196907409370318,1.005410495800191,20.367033987015105,27.92466849970582,0.6426648184534608,0.5922625515898734,0.19154994489063984,0.4460867864582325,0.9174578614587959,0.6934350072757645,22.796274878772767,19.259737972851923
27,28,28,True,SchwarzD,SchwarzP,70,0.5,50,2,1,52828.0,-70.0,70.0,2744000.0,383.979755254158,0.1669477196757209,2.298171690543117,0.0176782437734085,0.1964000000000003,0.0500000000000001,0.450118349840651,9.002366996813,0.0088258499968754,0.2348183545384096,0.436325580142046,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.5432230828471789,0.8124220688940911,0.19005054592233916,0.718257547296289,1.0896247834525732,1.3365042924785027,22.61783206557412,31.01067455456913,0.5928687450714951,0.5463718343240188,0.20741944188116881,0.48304410805524634,1.1892066047312326,0.8988287367149285,24.684896751206583,20.855365442090026
28,29,29,True,SchwarzD,SchwarzP,70,0.6,50,2,1,53644.0,-70.0,70.0,2744000.0,389.9108425617864,0.1695264532877332,2.19879552718158,0.0169138117475506,0.231449999999999,0.0499999999999998,0.4696590859842792,9.393181719685622,0.0092090016859662,0.2919084277156106,0.3950328836864292,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.5197333557545867,0.7772918005293906,0.19830110396587636,0.7494388604328388,1.3545391626768086,1.6614411059112886,23.59972735753635,32.35692362288943,0.5586038766569691,0.5147942563792445,0.21313191503721884,0.49634747284799596,1.4558442689451583,1.1003593992024505,25.364735674560354,21.429736456528516
29,30,30,True,SchwarzD,SchwarzP,70,0.7,50,2,1,53707.0,-70.0,70.0,2744000.0,390.3687573906842,0.1697255466916018,2.421621970705017,0.0186278613131155,0.2518000000000013,0.0500000000000002,0.337355612978467,6.747112259569303,0.0066148159407542,0.3255364219345617,0.5243118849081428,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.5724032533469935,0.856062730045471,0.14243946828477533,0.5383211220567434,1.5105827393844182,1.852839937188419,16.951658610289915,23.241943206572145,0.6144912576568092,0.566298558345383,0.15291284159284646,0.35610763633105513,1.6216537587641835,1.2256818904133566,18.198090171390604,15.374900073418642
30,31,31,True,SchwarzD,SchwarzP,70,0.8,50,2,1,54015.0,-70.0,70.0,2744000.0,392.60745210974,0.170698892221626,2.362517238601487,0.0181732095277037,0.2200999999999998,0.05,0.2779759266627279,5.559518533254554,0.0054505083659358,0.2327102882408792,0.4109907228756639,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.5584325587656203,0.8351687346427024,0.11736796918904127,0.44356846896569874,1.0798427487923545,1.3245059133014703,13.967910505660809,19.151009948370994,0.5960749348919856,0.5493265723296479,0.12527941556166552,0.29175415283557055,1.1526319267679717,0.8711847836300034,14.90944826648856,12.596446939659812
31,32,32,True,SchwarzD,SchwarzP,70,0.9,50,2,1,54848.0,-70.0,70.0,2744000.0,398.6621037362773,0.1733313494505553,2.038110872341249,0.0156777759410865,0.2314999999999995,0.0499999999999998,0.321975022316213,6.439500446324279,0.0063132357316904,0.2488059988119966,0.3602039103182192,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.4817520274109367,0.7204884902014039,0.13594542143464422,0.5137781872287195,1.154531480770077,1.4161170921255315,16.178804944601122,22.182305243238787,0.5064158199461233,0.466699151835536,0.1429052876720363,0.332801769177763,1.213638912180564,0.9172952167633438,17.00709557114065,14.368672343235625
32,33,33,True,SchwarzD,SchwarzP,70,1.0,50,2,1,54732.0,-70.0,70.0,2744000.0,397.8189589719576,0.1729647647704163,2.0037596325213767,0.0154135356347798,0.2964999999999997,0.0499999999999999,0.2922601506378317,5.845203012756643,0.0057305911889771,0.3297970849443692,0.4661083942504354,0,0,0,4.230622304372226,2.828790327755992,47.368277492302816,12.533619772879918,0.2155038671150327,0.1756959224597377,0.3980207727563428,0.2902989736960297,419.0720218242927,258.2348895409579,0.47363236147328697,0.7083450522509771,0.12339910425719973,0.46636192246747554,1.5303534426522776,1.8770901471543553,14.685673243328214,20.13511428695962,0.49893567626075846,0.45980565329921635,0.12999157266412897,0.3027279540565751,1.6121109787612313,1.2184692455620099,15.470240015298755,13.070239355168846
33,34,34,True,SchwarzD,SchwarzP,100,0.0,50,2,1,117012.0,-100.0,100.0,8000000.0,291.7216631100409,0.1268355057000177,2.70006621680649,0.0207697401292806,0.08545,0.05,1.4162862264322895,28.32572452864579,0.027770318165339,0.1038008754443868,0.2507778443103156,0,0,0,2.70006621680649,1.9471974961427456,28.32572452864579,7.052142668579938,0.1038008754443868,0.1552874935732841,0.2507778443103156,0.2295287367351478,291.7216631100409,178.58515512852057,1.0,1.3866421984185588,1.0,4.016612519035952,1.0,0.6684432407005174,112.95146350167677,123.40818379238814,1.0,0.848869807858324,1.0,2.4588759098518387,1.0,0.40920526286072767,112.95146350167677,75.54759359224992
